Feature,Importance
Model_124,1.2505296770641938e-09
Model_620,8.005026501187282e-10
Model_Y140,0.0
Model_Transit,0.0
Model_Trial Blazer,0.0
Color_Purple,0.0
Model_Transporter,0.0
Model_T55,0.0
Model_T700,0.0
Model_Wagoneer,0.0
Model_Town,0.0
Model_Windstar,0.0
Model_Wingle 5,0.0
Model_Tons2 / 2.5,0.0
Model_Tons 5.5,0.0
City_Edku,0.0
Make_Cadillac,0.0
City_Abu Kabir,0.0
Model_TT,0.0
City_Kom Ombo,0.0
Model_V 60,0.0
Model_Urvan,0.0
Model_V60,0.0
Model_V7,0.0
Model_Vantage,0.0
City_Marsa Alam,0.0
Model_T300,0.0
Model_T5 evo,0.0
Make_Bentley,0.0
Model_T5,0.0
Model_Viano,0.0
Model_Visto,0.0
Model_Vita,0.0
Model_T5 Evo,0.0
Model_T77 Pro,0.0
Model_X 30,0.0
Model_Tiggo 7 pro max,0.0
Model_X90,0.0
Model_Territory,0.0
Model_X35,0.0
Make_Buick,0.0
Model_ZS EV,0.0
Model_X40,0.0
Model_X70S,0.0
Model_Z4,0.0
Model_Taunus,0.0
Model_Tiburon,0.0
Model_XA,0.0
City_El-Alamein,0.0
Make_Abarth,0.0
Model_Z100,0.0
Model_Yrv,0.0
Model_X3 Pro,0.0
Model_ZX,0.0
Model_Zaz,0.0
Model_X25,0.0
Model_Terrain,0.0
City_Kafr El Zayat,0.0
Model_X2,0.0
City_New Administrative Capital,0.0
Model_Tercel,0.0
Model_Teramont,0.0
Model_Symbol,0.0
City_Kerdasa,0.0
City_El Gouna,0.0
Model_X Pandino,0.0
City_El Gamaleya,0.0
City_Safaga,0.0
Model_Taycan,0.0
Model_XE,0.0
Model_Innova,0.0
Model_Superb Combi,0.0
Model_CL Class,0.0
Model_Ck,0.0
Model_Chery QQ,0.0
Model_Charmant,0.0
Model_Caravan,0.0
Model_Caprice,0.0
Model_Camry,0.0
Model_Cadenza,0.0
Model_CS 85,0.0
Model_CS 55,0.0
Model_CS 35 Plus,0.0
Model_CRV,0.0
Model_CLS Class,0.0
Model_CLK,0.0
Model_CLA Class,0.0
Model_C8,0.0
Model_Emgrand 5,0.0
Model_C4X,0.0
Model_C30,0.0
Model_C2,0.0
Model_C 230,0.0
Make_Gaz,0.0
Model_Bronco,0.0
Model_Boxster S,0.0
Model_Bluebird,0.0
Model_Blazer,0.0
Model_Besturn,0.0
Model_B70,0.0
Model_B30,0.0
Model_Avalanche,0.0
Model_Auris,0.0
Model_Coaster,0.0
Model_Commander,0.0
Model_Compass,0.0
Model_Convertible,0.0
Model_Elantra Coupe,0.0
Model_EX7,0.0
Model_EV6,0.0
Model_EQS,0.0
Model_EQE,0.0
Model_E2000,0.0
Model_E-Tron,0.0
Model_E-2008,0.0
Model_E Class,0.0
Model_E 53 AMG,0.0
Model_E 230,0.0
Model_E 220,0.0
Model_E,0.0
Model_Dyna,0.0
Model_Ds5,0.0
Model_Discovery sport,0.0
Model_Discovery,0.0
Model_Dedra,0.0
Model_Datsun,0.0
Model_Dargo,0.0
Model_DX7,0.0
Model_DX5,0.0
Model_DS5,0.0
Model_DS3,0.0
Model_DBX,0.0
Model_Creta Grand,0.0
Model_Cressida,0.0
Model_Corsair,0.0
Model_Cooper Paceman,0.0
Model_Aurion,0.0
Model_Arrizo 3,0.0
Model_Applause,0.0
Model_232,0.0
Model_21,0.0
Model_207 SW,0.0
Model_205,0.0
Model_2017,0.0
Model_2,0.0
Model_19,0.0
Model_180B,0.0
Model_18,0.0
Model_156,0.0
Model_146,0.0
Model_133,0.0
Model_1300,0.0
Model_125,0.0
Model_121,0.0
Model_11,0.0
Model_106,0.0
Model_104,0.0
Model_1007,0.0
Model_1 Series,0.0
Model_001,0.0
Make_Zeekr,0.0
Make_Tata,0.0
Make_Sokon,0.0
Make_Smart,0.0
Make_Perodua,0.0
Make_Hummer,0.0
Make_Lotus,0.0
Make_Lancia,0.0
Make_Keyton,0.0
Model_228,0.0
Model_235,0.0
Model_Altima,0.0
Model_244,0.0
Model_Altea,0.0
Model_Adam,0.0
Model_Acadia,0.0
Model_ASX,0.0
Model_APV,0.0
Model_AMG GT,0.0
Model_A8,0.0
Model_A7,0.0
Model_A30 Shine,0.0
Model_A13,0.0
Model_A 35 AMG,0.0
Model_A 160,0.0
Model_A 140,0.0
Model_940,0.0
Model_86,0.0
Model_80,0.0
Model_760,0.0
Model_730,0.0
Model_695,0.0
Model_560,0.0
Model_500C,0.0
Model_500,0.0
Model_460,0.0
Model_420,0.0
Model_340,0.0
Model_309,0.0
Model_305,0.0
Model_3 Series,0.0
Model_25,0.0
Model_Element,0.0
Model_Emzoom,0.0
Model_Stratus,0.0
Model_Oka,0.0
Model_QX80,0.0
Model_Q8,0.0
Model_Pulsar,0.0
Model_Prius,0.0
Model_Pegas,0.0
Model_Patrol safari,0.0
Model_Pathfinder,0.0
Model_Partner,0.0
Model_Panamera S,0.0
Make_Domy,0.0
Model_Pacifica,0.0
Model_PT Cruiser,0.0
Model_Omega,0.0
Model_Okavango,0.0
Model_Odyssey,0.0
Model_Envoy,0.0
Model_Nubira,0.0
Model_Niro,0.0
Model_Naughty,0.0
Model_Musso,0.0
Model_Murano,0.0
Model_Multivan,0.0
Model_Model 3,0.0
Model_Minivan,0.0
Model_Mini Van,0.0
Model_Mini,0.0
Model_Maybach S600,0.0
Model_Maybach S500,0.0
Model_Maxima,0.0
Model_Marsh,0.0
Model_Qin Pro,0.0
Model_Qubo,0.0
Model_RCZ,0.0
Model_RV 1,0.0
Model_Stelvio,0.0
Model_Sprint,0.0
Model_Sparky,0.0
Model_Spark EV,0.0
Model_Song Plus,0.0
Model_Solara,0.0
Model_Skylark,0.0
Model_Silverado,0.0
Model_Sebring,0.0
Model_Scorpio,0.0
Model_Scenic,0.0
Model_Scala,0.0
Model_Santamo,0.0
Model_Samara,0.0
Model_S80,0.0
Model_S7,0.0
Model_S40,0.0
Model_S30,0.0
Model_S 550,0.0
Model_S 450,0.0
Model_S 350,0.0
Model_Rumion,0.0
Model_Royal,0.0
Model_Roomster,0.0
Model_Rav 4,0.0
Model_Rapide S,0.0
Model_Rapid Spaceback,0.0
Model_Ranger,0.0
Model_RX,0.0
Model_Marea,0.0
Model_MZ 40,0.0
Model_MRV,0.0
Model_Grecale,0.0
Model_Grandis,0.0
Model_Grand Santa Fe,0.0
Model_Golf 8,0.0
Model_Glory Van,0.0
Model_Giulietta Quadrifoglio Verde,0.0
Model_Ghibli,0.0
Model_Gentra,0.0
Model_Genesis,0.0
Model_Gen 3,0.0
Model_Gazelle,0.0
Model_GS,0.0
Model_GLK 300,0.0
Model_GLE 350,0.0
Model_GLC,0.0
Model_GA3,0.0
Model_Fruits,0.0
Model_Fronx,0.0
Model_Frontera,0.0
Model_Freelander,0.0
Model_Fox,0.0
Model_Fortwo,0.0
Model_Flying Spur,0.0
Model_Fiorino,0.0
Model_Family,0.0
Model_Exige,0.0
Model_Ex 7,0.0
Model_Escape,0.0
Model_Escalade,0.0
Model_Es,0.0
Model_Gratour,0.0
Model_H2,0.0
Model_MG 4,0.0
Model_H3,0.0
Model_M850,0.0
Model_M8,0.0
Model_M70,0.0
Model_M50,0.0
Model_M5,0.0
Model_Ls,0.0
Model_Lodgy,0.0
Model_Levante,0.0
Model_Legend,0.0
Model_Largus,0.0
Model_Laguna,0.0
Model_LX 570,0.0
Model_LR2,0.0
Model_L300,0.0
Model_Kicks,0.0
Model_Kalina,0.0
Model_Ka,0.0
Model_K900,0.0
Model_K01,0.0
Model_John Cooper,0.0
Model_J5,0.0
Model_Indigo,0.0
Model_IX3,0.0
Model_IX1,0.0
Model_Han,0.0
Model_Haima 3,0.0
Model_Haima 1,0.0
Model_HRV,0.0
Model_H530,0.0
Model_H100,0.0
